FID,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Leng,Shape__Length
339,Veterans Of Foreign Wars Parkway,6218600,2,3,1,2013,BL,81.0960769079,109.596016156788
340,Beacon Street,4587500,3,2,0,2009,BL,170.204192483,229.919083672084
341,Chestnut Hill Avenue,4513000,5,2,0,2013,BLSL,34.9978808415,47.431591399783
342,Market Street,4492400,5,2,0,2013,BL,90.5133601994,122.66208692996
343,Lake Street,5786300,6,2,0,2011,BL,19.843842424,26.8783832101466
344,Lake Street,5786600,6,2,0,2011,BL,61.6635223076,83.5533272210794
345,Washington Street,5799000,3,2,0,2010,BL,68.7846772754,92.9334975398676
346,Lake Street,5786500,6,2,0,2011,BL,70.3360101325,95.3106890878843
347,Beacon Street,5679000,3,2,0,2009,BFBL,82.2942078297,111.528847485037
348,Chestnut Hill Avenue,5328600,5,2,0,2010,SLM,178.973456166,242.26800896195
349,Commonwealth Avenue,6238000,3,2,1,2013,SLM,128.791300657,174.412397527508
350,Commonwealth Avenue,6223000,3,2,1,2013,SLM,101.79955431,137.760757626192
351,Chestnut Hill Avenue,5708900,5,2,0,2013,BL,94.2493994982,127.700245821651
352,Chestnut Hill Avenue,4536000,5,2,0,2013,BL,40.1538543498,54.4052509877798
353,Chestnut Hill Avenue,4535000,5,2,0,2013,BL,33.8304261372,45.8453928093615
354,Winship Street,4521800,5,2,0,2013,BL,64.2125019678,86.9504972205614
355,Summer Street,45263100,3,2,1, ,SLM,155.409572795,210.279065132655
356,Summer Street,6283600,3,2,1,2022,BL,97.5525452833,131.971140096703
357,Saratoga Street,5614700,5,2,0,2017,BL,37.9686929042,51.3601667374808
358,Washington Street,6258100,3,2,1,2016,BFBL,119.427001899,161.460010153572
359,Beech Street,4903100,3,2,0,2013,SLM,53.1407748373,71.8297425582729
360,Centre Street,4880800,5,2,0,2010,BL,73.5124853332,99.2764690951934
361,Commonwealth Avenue Frontage Road Eb,5109300,0,2,1,2013,SLM,110.142157161,148.848855586969
362,Cambridge Street,5649300,3,2,0,2015,SLM,70.5387453134,95.4016844194472
363,Belgrade Avenue,4897500,3,2,0,2009,BL,112.5802461,151.952668878674
364,Centre Street,4850400,5,2,0,2019,BFBL,78.3814897413,106.022240394834
365,Veterans Of Foreign Wars Parkway,6221300,2,3,1,2013,BL,585.217695765,790.335207162214
366,Cambridge Street,4486000,3,2,0,2010,BL,122.257331602,165.300711461812
367,Antwerp St,5936500,0, ,0,2014,BL,62.5405587802,84.7833515699533
368,Belgrade Avenue,4893800,3,2,0,2009,BL,117.34400281,158.405896126989
369,Walter Street,4856100,6,2,0,2016,BLSL,77.617121588,105.041961711495
370,Walter Street,5737900,6,2,0,2016,BLSL,17.75127983,24.0262567669324
371,Centre Street,6283900,2,3,1,2011,BL,55.7153045727,75.2835402628587
372,Brighton Avenue,5426500,3,2,1,2019,SLM,78.8524381701,106.550323447364
373,Everett Street,4448100,6,2,0,2017,BLSL,98.6458190857,133.744488995397
374,Perkins Street,6276400,5,3,1,2008,BL,92.9986329493,125.643824352029
375,North Harvard Street,5180500,5,2,0,2009,BL,62.6665696048,84.8365647110477
376,American Legion Highway,5172400,5,2,1,2020,SBL,22.0745884728,29.8938789829116
377,American Legion Highway,5119500,5,2,1,2020,SBL,553.497324529,748.29923460363
378,Warren Street,4701200,5,2,0,2010,SLM,57.511476093,77.9418579535688
379,Warren Street,5601700,5,2,1,2011,SLM,31.5014825057,42.6685820207518
380,Walnut Avenue,4642800,6,2,0,2011,BLSL,72.5403808996,98.2454726061873
381,Williams Street,5185900,0,2,0,2017,SLMTC,17.4230658936,23.5768487038536
382,Brighton Avenue,5246800,3,2,1,2019,SLM,63.9395975176,86.4008520679159
383,Brighton Avenue,5246600,3,2,1,2010,BL,23.3492667841,31.549163712212
384,Brighton Avenue,6281500,3,2,1,2010,BL,65.3784588691,88.3369351775037
385,Commonwealth Avenue,5119300,3,2,1,2010,BL,26.5319899973,35.8509865258212
386,Commonwealth Avenue,6222200,3,2,1,2010,BL,100.81471244,136.2244825494
387,North Harvard Street,5221900,5,2,0,2012,BL,82.2888977717,111.414559850268
388,Cambridge Street,6264800,3,2,1,2015,BFBL,150.923600321,204.086740849587
389,Cambridge Street,5609500,3,2,1,2015,BFBL,148.181167518,200.376602396232
390,Western Avenue,5126400,5,2,0,2012,BL,63.4220114113,85.7118720857155
391,Franklin Street,4443500,0,2,0,2010,SLM,52.4332298332,71.0031845074856
392,Cambridge Street,6269700,3,2,1,2015,BL,242.810541667,328.35183383933
393,River Street,5075800,5,2,0,2012,BLSL,56.1419723963,75.914664883499
394,River Street,5073800,5,2,0,2012,SLM,37.2607027964,50.2780156985404
395,Belgrade Avenue,5832700,3,2,0,2009,BL,44.0852121079,59.5305212383443
396,Corinth Street,4901600,3,2,0,2009,SLM,85.2572773421,115.251317915384
397,Washington Street,5116700,3,2,0,2009,BL-PEAKBUS,48.2935865354,65.3493176504611
398,Washington Street,5116600,3,2,0,2009,BL-PEAKBUS,26.6914398427,36.1047710455523
399,Cummins Highway,5311300,3,2,0,2012,BL,84.1540792714,113.758243637315
400,Walter Street,4831300,6,2,0,2016,BLSL,87.8546439778,119.019878429139
401,Walter Street,6239900,6,2,0,2016,SLM,22.5859319852,30.5384634427674
402,Walter Street,6240100,6,2,0,2016,BL,35.3683703589,47.9216004729016
403,Walter Street,6240200,6,2,0,2016,BL,24.2851170755,32.8824624023599
404,Centre Street,6221500,2,3,1,2011,BL,228.807650247,309.624012039329
405,Centre Street,6277200,2,3,1,2011,BL,68.333939804,92.5018743522901
406,Western Avenue,5728700,5,2,0,2021,SBL,117.981911815,159.447401185994
407,North Harvard Street,5638500,5,2,0,2009,BL,51.5734186561,69.8702246600105
408,North Harvard Street,5872500,5,2,0,2009,BL,114.127702938,154.620860007746
409,Washington Street,5117000,3,2,0,2009,BL-PEAKBUS,103.35193287,139.838878704714
410,Centre Street,5684700,2,3,1,2011,BL,146.16905925,197.900463685463
411,Perkins Street,5150700,5,3,0,2008,BL,39.1411026336,52.9133721947361
412,Perkins Street,5150800,5,3,0,2008,BL,296.282491514,400.760307191218
413,Commonwealth Avenue,6305900,3,2,1,2019,SBL,144.761517101,195.606441521194
414,Commonwealth Avenue,6222000,3,2,1,2019,SBL,230.943730756,312.061052848574
415,Western Avenue,5151400,5,2,0,2021,SBL,23.2221316145,31.3820919644001
416,Western Avenue,4435300,5,2,0,2021,SBL,107.503365526,145.287268602793
417,Mount Hope Street,5218700,0,2,0,2021,CFBL,44.9493365908,60.7572560985267
418,Truman Highway,6231000,5,3,0,2018,BL,441.606709095,596.600196055677
419,Walk Hill Street,4808500,5,2,0,2014,SLM,103.299277101,139.865838072826
420,New Washington Street,5457400,0,2,1,2018,SBL,122.517197663,165.406716492885
421,Arborway,5241600,0,3,1,2018,SBL,80.3161307395,108.435388007786
422,Centre Street,6235700,5,2,1,2011,SLM,28.0802866889,37.9437275978482
423,South Street,5167300,5,2,0,2010,SLM,46.3397752106,62.7979990546177
424,Centre Street,5852900,5,2,1,2011,SLM,96.6430403712,130.650727773598
425,Centre Street,4726600,5,2,0,2010,BL,69.5423947851,94.2057618586347
426,Centre Street,5134900,5,2,0,2010,BL,19.8637000062,26.9217676072723
427,Centre Street,4679400,5,2,0,2010,SLM,75.3249611302,102.017512754051
428,Centre Street,5135000,5,2,0,2010,SLM,20.5783301999,27.8703894285226
429,Centre Street,4671400,5,2,0,2010,SLM,54.8583676893,74.2902840920305
430,Perkins Street,5291400,5,2,0,2010,SLM,34.2075353504,46.2041307965657
431,Centre Street,4663700,5,2,0,2010,SLM,37.6946900901,51.051337124357
432,Huntington Avenue,5197200,3,2,0,2013,SLM,90.7360593457,122.749940149822
433,Arborway,5241400,0,3,1,2018,SBL,193.161617515,260.803956080911
434,American Legion Highway,6271400,5,2,1,2020,SBL,133.992250969,181.074153141498
435,American Legion Highway,5630300,5,2,1,2020,SBL,320.820219507,433.820122676787
436,Pierpoint Road,6211400,5,2,1,2009,BL,108.005176755,146.321515249677
437,Seaver Street,5149100,3,2,1,2016,BFBL,156.79971978,212.131798032403
438,Walnut Avenue,5750000,6,2,0,2011,SLM,54.0377437601,73.2255856616097
439,Williams Street,5185700,0,2,0,2017,SLMTC,20.2882359725,27.4561195955029
440,Perkins Street,6288700,5,2,1,2010,SLM,24.3386538053,32.8790176001108
441,Centre Street,5827900,5,2,1,2010,BL,58.4462343135,78.9518503008641
442,Centre Street,4641500,5,2,0,2010,BLSL,70.7090563612,95.5361203542372
443,Centre Street,4639300,5,2,0,2010,BLSL,23.9693561421,32.3743175620055
444,South Huntington Avenue,5127800,5,2,0,2010,SLM,116.870174886,158.369575550477
445,Huntington Avenue,5197700,3,2,1,2013,SLM,69.3156118496,93.6958453076646
446,Longwood Avenue,5318600,5,2,0,2015,BLSL,60.1937723264,81.3780141934423
447,Brookline Avenue,5296200,2,2,0,2013,BLSL,27.3463178874,37.0219841740429
448,Longwood Avenue,4558400,5,2,0,2020,SLM,125.7337969,170.079661182663
449,Brookline Avenue,6298000,2,2,0,2013,SBL,85.1650495598,115.311884681794
450,Commonwealth Avenue,6260800,3,2,1,2018,SBL,104.52544228,141.236463952144
451,Beacon Street,5189900,3,2,1,2018,SBL,90.4799483052,122.308512698771
452,Beacon Street,6235000,3,2,1,2018,SBL,156.381109413,211.363865646474
453,River Street,5155700,5,2,0,2013,SLM,33.4057444862,45.0729442848672
454,Morton Street,6218000,2,1,1,2013,BFBL,674.927653325,912.944953407862
455,Jewish War Veterans Drive,5160200,5,2,0,2009,BL,36.2389076938,49.0070344870163
456,Huntington Avenue,6241300,3,2,1,2013,SLM,230.823953085,312.033413853235
457,Tremont Street,5675800,5,2,0,2015,SLM,26.4854280226,35.8004857550884
458,Huntington Avenue,5759200,3,2,1,2013,SLM,91.7631490929,124.030750311234
459,Huntington Avenue,6241400,3,2,1,2013,SLM,97.4868005467,131.771480727782
460,Longwood Avenue,5745100,5,2,0,2015,BLSL,7.51439963878,10.1572871711554
461,Saint Alphonsus Street,4591200,5,2,0,2015,BL,162.234443677,219.798536931018
462,Longwood Avenue,5578300,5,2,0,2015,SLM,22.4876634858,30.4062969868313
463,Huntington Avenue,5229400,3,2,1,2013,SLM,32.1209521931,43.4175002912633
464,Longwood Avenue,5197000,5,2,0,2015,BLSL,105.448444525,142.551493000504
465,Palace Road,5297900,0,2,0,2012,SLM,94.4801816668,128.006515880875
466,Norfolk Street,4960100,5,2,0,2017,BL,19.0932481623,25.8309030815151
467,Blue Hill Avenue,5110900,3,2,1,2010,BL,36.6876237989,49.6895162681374
468,Blue Hill Avenue,4900900,3,2,1,2010,BL,103.902938209,140.727964930963
469,Commonwealth Avenue,5127200,3,2,1,2008,BL,66.6518343879,90.0601050539118
470,Mountfort Street,5660000,0,2,0,2017,SLM,88.9355384461,120.173797693402
471,Commonwealth Avenue,6224900,3,2,1,2008,BL,256.29294335,346.305489105675
472,River Street,5041800,5,2,0,2013,SLM,58.4394165316,78.8755077245111
473,Blue Hill Avenue,5175500,2,2,1,2010,SLM,92.7968878158,125.678048421468
474,Blue Hill Avenue,6233400,2,2,1,2010,BL,142.19875621,192.589878169944
475,Blue Hill Avenue,6229500,2,2,1,2010,BL,13.1270946996,17.7797354418846
476,Blue Hill Avenue,6257502,2,2,1,2010,BL,116.703794626,158.064134629719
477,Walk Hill Street,4981100,5,2,0,2014,SLM,214.469322732,289.980089148614
478,Blue Hill Avenue,6213200,2,2,1,2010,BL,116.447204039,157.702241642945
479,Ritchie Street,4643400,6,2,0,2011,SLM,184.480613317,249.261158087123
480,Marcella Street,4647900,6,2,0,2011,SLM,152.199872167,205.80824203097
481,Thornton Street,5560200,0,2,0,2011,SLM,54.7751675898,74.1104575965953
482,Ruggles Street,5365400,5,2,0,2010,SLM,44.399767955,60.0240607357602
483,Huntington Avenue,6249400,3,2,1,2013,SLM,111.200473755,150.336517728158
484,Huntington Avenue,6249500,3,2,1,2013,SLM,111.838453208,151.193901658552
485,Huntington Avenue,5594900,3,2,1,2012,SLM,146.951278767,198.661911760075
486,Bay State Road,5655300,6,2,0,2019,CFBL,150.298037331,203.068016382647
487,Norfolk Street,5146000,5,2,0,2017,BL,53.3447003633,72.1407430055847
488,Blue Hill Avenue,5111200,3,2,1,2010,BL,81.2232067424,110.016800354503
489,Blue Hill Avenue,5690900,3,2,1,2012,BL,113.584999026,153.856361043914
490,American Legion Highway,5690000,5,2,1,2008,SLM,107.472777935,145.241084516894
491,Blue Hill Avenue,6219700,3,2,1,2012,BL,32.205315637,43.6254626735721
492,Talbot Avenue,5770100,5,2,0,2010,BL,59.9588079796,80.9926746574469
493,Blue Hill Avenue,6232200,3,2,1,2012,SLM,34.3822844519,46.5782788761125
494,Blue Hill Avenue,5167500,3,2,1,2012,SLM,47.7360633263,64.6706117070794
495,Ballou Avenue,4885900,0,2,0,2015,SLM,70.6529291748,95.5995703501926
496,Talbot Avenue,4825400,5,2,0,2010,SLM,148.453751737,200.488294072995
497,Jewish War Veterans Drive,5404700,5,2,0,2009,BL,15.7929936789,21.3447047585393
498,American Legion Highway,5120900,5,2,0,2010,SLM,15.9764096826,21.5688684403824
499,Paine Street,5275500,0,2,0,2021,CFBL,339.924546539,459.404870012904
500,Washington Street,4772100,3,2,0,2016,BLSL,282.221226608,381.926973840235
501,Cummins Highway,5161700,3,2,0,2020,BLSL,50.6227995924,68.4289788328798
502,Pierpoint Road,5331000,0,2,0, ,SUP,303.508489925,411.067569334655
503,Washington Street,4710700,3,2,0,2016,SLM,76.5020753743,103.555902836427
504,Washington Street,4693400,3,2,0,2016,SLM,71.4089619101,96.6561782764136
505,Brookline Avenue,5354300,3,2,0,2019,BLSL,22.643081138,30.6557086541125
506,Brookline Avenue,5495000,3,2,0,2019,BLSL,50.623907492,68.5497243961966
507,Cummins Highway,5278900,3,2,1, ,SLM,74.5511942121,100.774563139487
508,Morton Street,6226100,2,1,1,2020,BL,65.6760763902,88.786178430698
509,Morton Street,5135800,2,1,1,2020,BL,53.580753838,72.4378382979296
510,Walnut Avenue,5851200,6,2,0,2011,SLM,72.6265354013,98.3863159238894
511,Walnut Avenue,5189200,6,2,0,2011,SLM,26.3120119651,35.5489898805566
512,Forsyth Street,5381000,0,2,0,2012,BL,24.6939327449,33.4727543131301
513,Huntington Avenue,6261900,3,2,1,2012,SLM,157.25585659,212.609401579656
514,Columbus Avenue,5194200,3,2,0,2018,SBL,49.8906115427,67.4954845391492
515,Huntington Avenue,6262000,3,2,1,2012,SLM,225.423329989,304.813051181498
516,Columbus Avenue,5194300,3,2,0,2018,SBL,56.2572628178,76.1103909230201
517,Westland Avenue,4529800,5,2,0,2017,BLSL,54.3627733522,73.4848416719419
518,Westland Avenue,5301300,5,2,0,2017,BFBL,40.4218222992,54.6165635731427
519,Massachusetts Avenue,5200100,3,2,0,2016,SBL,59.2822266201,80.3499818883912
520,Massachusetts Avenue,5200200,3,2,0,2016,SBL,18.9671897629,25.7070253132858
521,Commonwealth Avenue,5451700,3,2,1,2010,SLM,154.073358938,208.249451141281
522,Commonwealth Avenue,5112500,3,2,1,2010,BL,67.057940509,90.6377214843366
523,Beacon Street,4488300,3,2,0,2018,SBL,131.834649032,178.197518700303
524,Norfolk Street,5723600,5,2,0,2017,BL,130.856325853,176.750121767685
525,Ballou Avenue,4922600,0,2,0,2015,SLM,89.2884838083,120.777930048522
526,Old Road,5384200,0,2,0,2009,BL,82.4500250847,111.647395731406
527,Columbus Avenue,4539600,3,2,0,2009,BL,80.1614394344,108.495939034744
528,Commonwealth Avenue,6209100,3,2,1,2010,BL,171.301199348,231.542719976598
529,Commonwealth Avenue,4494600,3,2,1,2010,BL,200.817665151,271.442639843168
530,Beacon Street,4485600,3,2,0,2018,SBL,170.762985732,230.826398393099
531,Cambridge Street,5227000,3,2,0,2011,BL,50.1352170274,67.7903105581678
532,Jewish War Veterans Drive,5344700,5,2,0,2009,BL,18.0843202129,24.4204603601301
533,Columbia Road,6255200,5,2,1,2010,BL,159.604876449,215.730840805439
534,Warren Street,4732000,5,2,0,2010,SLM,128.561461524,174.134501321606
535,Martin Luther King Boulevard,5304000,5,2,1,2010,BL,13.6358204254,18.4223479418382
536,Warren Street,6263400,5,2,1,2011,BL,110.389145728,149.602609531617
537,Warren Street,6263300,5,2,1,2011,BL,131.283439106,177.955018956197
538,Washington Street,4613500,3,2,0,2011,SLM,87.4924446788,118.514561881245
539,Talbot Avenue,4854900,5,2,0,2010,BL,113.553616456,153.340177362187
540,Geneva Avenue,4772200,5,2,0,2016,SLM,51.5798885039,69.7329519241369
541,Geneva Avenue,5728400,5,2,0,2016,SLM,109.304072357,147.777452349954
542,Geneva Avenue,4764500,5,2,0,2016,SLM,59.7142155205,80.7349634502016
543,Washington Street,4611100,3,2,0,2011,SLM,38.7472378859,52.4987813430372
544,Warren Street,6264300,5,2,1,2021,SBL,178.046644806,240.968445260062
545,Warren Street,5474500,5,2,1,2011,SLM,39.3278644452,53.3067502063428
546,Washington Street,5300200,3,2,1,2011,SLM,66.4098512608,89.9148590941521
547,Washington Street,4580400,3,2,0,2011,SLM,62.6038622839,84.7319275983964
548,Columbus Avenue,5194500,3,2,0,2018,SBL,55.2599467849,74.7665425958776
549,Columbus Avenue,4552100,3,2,0,2009,BL,102.064603023,138.164728912108
550,Columbus Avenue,5669100,3,2,0,2009,BL,48.6061439835,65.800598321027
551,Massachusetts Avenue,6245700,3,2,1,2011,BL,139.110703821,188.303149960146
552,Massachusetts Avenue,5260200,3,2,0,2011,BL,93.7181093075,126.816602248562
553,Norfolk Street,5835900,5,2,0,2017,BL,30.8178664519,41.6198849145344
554,Norfolk Street,4864300,5,2,0,2017,BL,72.4611296498,97.8545202760145
555,New England Avenue,5336400,0,2,0,2018,SLMTC,82.2561334266,111.425346308593
556,Talbot Avenue,4835700,5,2,0,2010,SLM,95.3660527116,128.792826347408
557,Columbia Road,6282600,5,2,1,2010,BL,93.5133569976,126.465597892031
558,Albany Street,46806800,5,2,0,2012,SLM,15.6536645237,21.186713466072
559,Massachusetts Avenue,5435000,3,2,1,2020,SBL,106.096805738,143.568786105458
560,Washington Street,5846800,3,2,0,2011,SLM,77.4361586557,104.79159856139
561,Dartmouth Street,4520400,5,2,0,2011,SLM,34.6428200618,46.9548230737145
562,Stuart Street,5593700,3,2,0,2014,SLM,126.179185315,170.553543054547
563,St James Avenue,5840600,3,2,0,2015,SLM,93.3595106583,126.177090320655
564,Commonwealth Avenue,6208600,3,2,1,2010,BL,187.620864766,253.612180652814
565,Cambridge Street,4394700,3,2,0,2011,BL,106.592092027,144.231764099162
566,Sullivan Square,4392600,3,2,0,2020,SBL,50.773450285,68.8603449873143
567,Alford Street,4391900,3,2,1,2016,BFBL,267.819102754,363.358623321859
568,Talbot Avenue,4848500,5,2,0,2010,BL,68.3560683626,92.2726143394903
569,Columbia Road,6230100,5,2,1,2010,BL,105.571382039,142.871614779697
570,Albany Street,4577900,5,2,0,2012,BL,73.6348079104,99.6353071624538
571,Columbus Avenue,5588600,3,2,0,2010,SLM,103.557630899,140.19590127702
572,St James Avenue,5383200,3,2,0,2015,SLM,152.857678381,206.616964078571
573,Columbus Avenue,5728200,3,2,0,2010,SLM,229.439408577,310.589471514317
574,Washington Street,4619900,3,2,0,2016,SLM,72.6182037921,98.4067981945256
575,Morton Street,6226000,2,1,1,2020,BL,133.122648497,179.936537556541
576,Morton Street,6258000,5,2,1,2020,BL,39.1403200039,52.9480910157443
577,Gallivan Boulevard,6236000,2,1,1,2020,BL,85.4127008286,115.363393406356
578,Morton Street,5593000,2,1,1,2020,BL,59.0710981167,79.8160734445983
579,Norwell Street,4799700,0,2,0,2020,SLMTC,109.678450693,148.601048308445
580,Maffa Way,5810100,3,2,0,2020,BL,118.398479706,160.277782368277
581,Washington Street,4965000,5,2,0, ,SLM,75.2000691287,101.80170472325
582,Washington Street,4879300,5,2,0, ,SLM,52.6422007666,71.3158547326926
583,Washington Street,4890000,5,2,0, ,SLM,90.9911868231,123.265249513812
584,Quincy Street,4716300,5,2,0,2019,SLM,34.1691564151,46.1762047246423
585,Arlington Street,4473000,3,2,0,2020,SBL,41.7831989811,56.6434179254582
586,Essex Street,5650201,5,2,0,2012,SLM,10.7595462002,14.5382217900897
587,Adams Street,5868500,5,2,0,2017,BL,241.0774066,326.246658127978
588,Talbot Avenue,5192500,5,2,0,2010,BL,241.184398606,326.581144858027
589,Dorchester Avenue,5193000,3,2,0,2011,SLM,24.9613053699,33.8107952327694
590,Dorchester Avenue,5592000,3,2,0,2011,SLM,57.6058210019,78.030482727757
591,Dorchester Avenue,4823000,3,2,0,2011,SLM,32.1093023856,43.4956063719743
592,Geneva Avenue,4776800,5,2,0,2016,SLM,48.1588827843,65.1122101383218
593,Geneva Avenue,4777400,5,2,0,2016,SLM,22.5698520907,30.5081001100678
594,Adams Street,4769600,5,2,0,2013,SLM,115.972789285,157.095681062652
595,Adams Street,4746200,5,2,0,2013,SLM,86.9910660997,117.780614000727
596,Columbia Road,5392301,5,2,1,2010,SLM,27.5730972386,37.3369906904524
597,Columbia Road,6254800,5,2,1,2010,SLM,82.5682602001,111.78664071961
598,Columbia Road,5241900,5,2,1,2010,BL,164.275847429,222.431062325041
599,Staniford Street,46804000,0,2,0,2017,SBL,16.1220440201,21.865163230037
600,Water Street,5620900,0,3,0,0,SUP,135.648601383,183.423361473515
601,Main Street,5418400,5,2,0,2012,BL,34.1708750624,46.3139146641973
602,Warren Street,4424300,5,2,0,2012,BL,29.815749059,40.3705621397394
603,Warren Street,5813200,5,2,0,2012,BL,95.6267343814,129.647540905842
604,Main Street,5418500,5,2,0,2012,BL,43.0420250838,58.3478432945085
605,Adams Street,5694000,5,2,0,2017,BFBL,81.6280268105,110.507111202157
606,Adams Street,5343100,5,2,0,2013,SLM,40.3715317435,54.6575899425772
